Frame 1 
17949	+	19014
93144	+	94389
100245	+	101259
101433	+	102609
139686	+	140811
197214	+	198501
207840	+	210276
283071	+	284136
484761	+	486123
520122	+	521625
770934	+	772074
781596	+	782727
789744	+	791712
819648	+	820983
853077	+	854103
885381	+	886926
888759	+	889917
890808	+	892302
894174	+	895776
898800	+	901077
912198	+	913773
957504	+	958881
959103	+	960324
1045575	+	1047147
1072962	+	1073967
1117773	+	1119189
1119201	+	1121133
1155327	+	1157397
1178571	+	1180152
1218744	+	1220778
1226103	+	1227504
1227666	+	1229544
1233204	+	1234695
1243680	+	1245069
1247226	+	1248243
1262847	+	1263966
1284510	+	1286022
1295832	+	1298409
1310526	+	1312311
1312482	+	1314678
1340439	+	1342464
1352994	+	1355907
1358862	+	1363008
1389642	+	1391256
1400532	+	1401648
1409658	+	1410945
1432023	+	1433808
1433808	+	1435566
1436673	+	1438041
1466499	+	1470201
1473480	+	1474518
1490880	+	1492209
1509933	+	1511325
1534782	+	1536471
1557408	+	1560462
1566417	+	1567524
1611921	+	1613274
1623384	+	1624701
1639116	+	1640133
1658760	+	1660197
1664103	+	1665723
1670658	+	1672434
1672434	+	1673511
1674897	+	1675929
1677099	+	1678500
1695690	+	1697049
1722558	+	1723959
1731306	+	1732533
1736784	+	1738410
1746813	+	1747890
1748745	+	1749843
1775808	+	1776993
1790865	+	1792464
1793328	+	1794519
1795419	+	1796484
1820757	+	1821783
1827177	+	1828269
1847865	+	1848981
1848987	+	1850019
1872480	+	1873728
1881672	+	1883184
1883184	+	1886985
1912761	+	1913865
1914039	+	1915632
1926447	+	1928640
1928640	+	1930647
1930647	+	1931859
1938825	+	1940211
1955073	+	1956360
1961955	+	1963473
1967865	+	1969617
1992237	+	1993623
2000262	+	2001477
2038251	+	2039991
2048358	+	2049840
2072490	+	2073699
2079075	+	2080260
2083584	+	2090184
2091912	+	2093637
2101407	+	2102499
2108295	+	2109639
2119155	+	2120856
2125341	+	2126616
2137536	+	2139243
2139582	+	2140755
2144514	+	2145744
2153454	+	2156676
2168946	+	2170617
2171094	+	2172603
2177190	+	2178249
2178930	+	2180331
2181618	+	2183601
2211180	+	2212500
2214579	+	2215647
2219838	+	2222118
2227050	+	2228334
2228346	+	2230116
2235300	+	2236464
2236464	+	2237583
2238876	+	2241369
2241708	+	2244342
2254314	+	2255556
2255832	+	2257065
2266302	+	2268519
2275476	+	2277342
2277456	+	2278617
2292321	+	2294145
2297487	+	2298846
2315160	+	2316522
2320662	+	2321769
2338848	+	2340294
2340573	+	2341827
2372316	+	2373450
2378664	+	2379696
2381793	+	2382831
2384151	+	2385333
2415441	+	2416614
2419128	+	2420649
2454948	+	2456094
2456886	+	2457927
2468589	+	2471418
2475303	+	2477193
2519691	+	2520807
2558679	+	2560152
2565252	+	2566674
2748960	+	2749965
Frame 2 
19189	+	21154
29899	+	30979
41941	+	43300
70471	+	71908
88102	+	90109
133723	+	134929
198463	+	199870
211015	+	212527
221392	+	222472
311656	+	313111
364330	+	365428
366883	+	368137
408073	+	409141
546316	+	547807
605482	+	606712
681532	+	682672
763126	+	764308
766018	+	768343
792436	+	793807
799630	+	800845
845518	+	846685
850807	+	852205
895714	+	897307
897373	+	898630
954970	+	956629
961354	+	962647
1043017	+	1044103
1052512	+	1054324
1054633	+	1056310
1142698	+	1144417
1145896	+	1147033
1148743	+	1150030
1150030	+	1151059
1169539	+	1175689
1175806	+	1177030
1180024	+	1181089
1183483	+	1184995
1201408	+	1202941
1205347	+	1206382
1206421	+	1207903
1222933	+	1224973
1230580	+	1232218
1237993	+	1239670
1240321	+	1241851
1252615	+	1253710
1277353	+	1279192
1282462	+	1283602
1286437	+	1287604
1298815	+	1300858
1305712	+	1307008
1318834	+	1319950
1330189	+	1331257
1338838	+	1340164
1347376	+	1348756
1349197	+	1352341
1368229	+	1371103
1394578	+	1395829
1397107	+	1398712
1403689	+	1404910
1413520	+	1414924
1438027	+	1439050
1465195	+	1466203
1470175	+	1471750
1477429	+	1478623
1499317	+	1500976
1506127	+	1507189
1511569	+	1512802
1537981	+	1539106
1546852	+	1547902
1567618	+	1569019
1581283	+	1582528
1601776	+	1604980
1641382	+	1643047
1657039	+	1658767
1673872	+	1674886
1681672	+	1683037
1683916	+	1685374
1685509	+	1686586
1697284	+	1704772
1720636	+	1721653
1727464	+	1728859
1730152	+	1731340
1740562	+	1741843
1752808	+	1753963
1785886	+	1787575
1787575	+	1789621
1798588	+	1800739
1877041	+	1881694
1894375	+	1895809
1907893	+	1908940
1917847	+	1919365
1923829	+	1925176
1941145	+	1942228
1943962	+	1945345
1986238	+	1987696
1997788	+	1998940
2001454	+	2004403
2009698	+	2010940
2013865	+	2015272
2039980	+	2041213
2049745	+	2050846
2054623	+	2055928
2104453	+	2108302
2113939	+	2114950
2128894	+	2130367
2146582	+	2147749
2160577	+	2161588
2161588	+	2163367
2188750	+	2190070
2190193	+	2191483
2192347	+	2193790
2197288	+	2198596
2198758	+	2199865
2201047	+	2203681
2203681	+	2204965
2215639	+	2216809
2223049	+	2225275
2247253	+	2248549
2252200	+	2253562
2260600	+	2261701
2270125	+	2272015
2280313	+	2281666
2283028	+	2284069
2294326	+	2295475
2296270	+	2297386
2302948	+	2305030
2310610	+	2311699
2316514	+	2317987
2325481	+	2326825
2334049	+	2335336
2358220	+	2360017
2370568	+	2372062
2375923	+	2377156
2385349	+	2386423
2386432	+	2387731
2387731	+	2388982
2391775	+	2392939
2407243	+	2408416
2410627	+	2414122
2416678	+	2417749
2417770	+	2419102
2421037	+	2452468
2463808	+	2464906
2471428	+	2472700
2495479	+	2496520
2574982	+	2576113
2661433	+	2664085
Frame 3 
22190	+	23270
57380	+	59081
87008	+	88121
95702	+	99470
103136	+	104165
104195	+	105428
120773	+	121796
134858	+	136097
183023	+	184346
213851	+	215039
311876	+	312890
353975	+	355337
383813	+	385343
472433	+	473735
572522	+	573713
608447	+	609857
743672	+	745073
746969	+	748508
762035	+	763151
764264	+	766118
785657	+	787037
804398	+	805793
809708	+	811280
901091	+	902291
934574	+	936185
952640	+	954716
960350	+	961394
1042097	+	1043108
1139117	+	1140176
1177016	+	1178594
1181078	+	1183469
1184972	+	1186346
1186571	+	1188494
1191536	+	1194539
1204088	+	1205339
1209998	+	1212647
1234835	+	1236665
1263947	+	1265300
1273622	+	1274795
1280957	+	1282469
1287587	+	1288625
1293320	+	1294871
1345709	+	1347281
1363379	+	1364468
1374089	+	1375418
1388204	+	1389515
1419071	+	1420907
1438970	+	1440143
1449773	+	1451213
1457183	+	1458755
1462484	+	1464917
1480748	+	1482041
1487618	+	1489073
1493009	+	1494113
1501286	+	1502834
1514363	+	1516295
1520366	+	1521446
1525739	+	1527017
1527575	+	1528610
1536467	+	1537709
1541285	+	1542692
1544513	+	1546121
1549721	+	1551107
1562432	+	1563629
1570856	+	1572821
1590005	+	1591016
1592105	+	1593371
1595144	+	1596200
1600427	+	1601696
1609688	+	1611827
1661603	+	1662611
1662839	+	1663853
1669433	+	1670690
1679591	+	1680815
1710983	+	1712834
1742468	+	1743932
1744148	+	1745495
1750880	+	1752155
1756766	+	1758275
1759172	+	1760606
1761878	+	1763201
1776989	+	1778366
1778819	+	1780403
1780529	+	1781891
1828703	+	1830011
1831271	+	1832777
1839776	+	1841057
1842338	+	1843976
1868645	+	1870346
1870463	+	1871816
1934138	+	1935614
1935614	+	1937054
1950692	+	1951781
1965707	+	1966745
1984898	+	1985981
1988537	+	1989689
1995026	+	1996172
2011820	+	2012867
2068838	+	2070344
2070749	+	2071868
2080535	+	2082965
2095304	+	2096735
2110265	+	2111636
2112323	+	2113421
2117003	+	2118749
2121146	+	2123864
2130449	+	2131604
2140739	+	2141978
2150903	+	2152205
2157065	+	2158355
2165384	+	2166545
2166545	+	2167862
2172863	+	2175527
2183981	+	2185520
2213594	+	2214620
2217353	+	2219642
2250719	+	2251736
2272493	+	2273705
2306051	+	2307515
2314052	+	2315156
2323280	+	2324645
2328791	+	2330486
2330597	+	2332058
2332058	+	2333066
2337560	+	2338820
2342858	+	2343878
2343878	+	2345543
2361158	+	2363342
2369069	+	2370449
2377367	+	2378681
2392910	+	2394146
2395085	+	2397821
2398106	+	2399435
2461412	+	2462915
2466950	+	2468336
2477384	+	2478761
2496614	+	2497637
2502806	+	2503895
2699768	+	2701469
Frame 4 
32211	-	34455
39948	-	41121
45462	-	48228
52653	-	54000
56160	-	57303
67443	-	69861
76545	-	78543
86967	-	88002
91224	-	94812
107622	-	108801
108825	-	110073
111276	-	113367
116727	-	118155
134841	-	136983
142818	-	144549
153354	-	154506
159165	-	161010
171636	-	173235
178116	-	179379
179382	-	180636
206166	-	207717
209835	-	210852
212652	-	214716
223389	-	226095
242463	-	243750
245076	-	246174
248616	-	249639
273834	-	275049
278580	-	279750
354285	-	355656
474201	-	475605
529662	-	530697
615537	-	616629
631275	-	632940
689370	-	690396
780315	-	781677
792210	-	793500
810954	-	812181
831189	-	832746
846966	-	848058
918834	-	920178
952416	-	953469
955413	-	956709
989076	-	990291
1046778	-	1047888
1058469	-	1059603
1166241	-	1167465
1232994	-	1234269
1241934	-	1243200
1269033	-	1270098
1279101	-	1281222
1318026	-	1319361
1341549	-	1343646
1356375	-	1358061
1380714	-	1382271
1396932	-	1398786
1437360	-	1438449
1504521	-	1505601
1548690	-	1550187
1552065	-	1553094
1605888	-	1606962
1629543	-	1630980
1633215	-	1634277
1650018	-	1651155
1665174	-	1666179
1670292	-	1671597
1675269	-	1676667
1706487	-	1707900
1713318	-	1714701
1715610	-	1717218
1724790	-	1725807
1727571	-	1728831
1740150	-	1741413
1746681	-	1748040
1753869	-	1755429
1771458	-	1772628
1776480	-	1777803
1782258	-	1783326
1823037	-	1824216
1824666	-	1826400
1830057	-	1831536
1832688	-	1834497
1839591	-	1840710
1840710	-	1841994
1857324	-	1859142
1870827	-	1872078
1880904	-	1883028
1885254	-	1886340
1886499	-	1887555
1888761	-	1889817
1889820	-	1891533
1896846	-	1898604
1899657	-	1901421
1952085	-	1953309
1968369	-	1969452
1969746	-	1970793
1975671	-	1977030
1984989	-	1986219
2025249	-	2026632
2036688	-	2037780
2046201	-	2047416
2059110	-	2060472
2061777	-	2062995
2064570	-	2066067
2066067	-	2068785
2074164	-	2075403
2075676	-	2076723
2084283	-	2088819
2091108	-	2092557
2092608	-	2094261
2120598	-	2121966
2132325	-	2133630
2161392	-	2163867
2182008	-	2185656
2187144	-	2189298
2189496	-	2190699
2227452	-	2228607
2261319	-	2262330
2270226	-	2272647
2299443	-	2300478
2303676	-	2304798
2304927	-	2305992
2333886	-	2335563
2340522	-	2341914
2343759	-	2344950
2351955	-	2353305
2365023	-	2366040
2370594	-	2372400
2373585	-	2375106
2387259	-	2388285
2395227	-	2396370
2403666	-	2404971
2406600	-	2409216
2422497	-	2423955
2434215	-	2435262
2435382	-	2436591
2437440	-	2438994
2439096	-	2440428
2442381	-	2444787
2455092	-	2456118
2470431	-	2471478
2479080	-	2480490
2489445	-	2490690
2495562	-	2496864
2504445	-	2507949
2512740	-	2514567
2515587	-	2517495
2517507	-	2518680
2525292	-	2526378
2529543	-	2530878
2532555	-	2533917
2537127	-	2538597
2540040	-	2541234
2559144	-	2560275
2567748	-	2569080
2590920	-	2592057
2597817	-	2598894
2598906	-	2599992
2625207	-	2626878
2631354	-	2632857
2633082	-	2634660
2635983	-	2638308
2688945	-	2690451
2690472	-	2691720
2699802	-	2701527
2703507	-	2704572
2715735	-	2716842
2719590	-	2720613
2736786	-	2737827
2753199	-	2754261
Frame 5 
19969	-	20986
35686	-	37063
37072	-	38398
38482	-	39916
57265	-	60469
66241	-	67453
74683	-	75802
82306	-	83986
84169	-	86236
96376	-	97774
124702	-	125992
127948	-	132289
133054	-	134242
144778	-	147172
149182	-	150472
156037	-	157627
162382	-	163942
173269	-	175066
190078	-	191611
200845	-	201940
230413	-	232828
233038	-	234538
236023	-	237232
237703	-	240235
251032	-	252262
271129	-	272782
279730	-	280840
416467	-	417973
599605	-	600979
636697	-	637984
696682	-	697981
717892	-	718975
793702	-	794887
806230	-	807454
841660	-	842839
854230	-	855634
858559	-	859690
917188	-	918427
928570	-	929857
938665	-	940624
950866	-	952420
953482	-	954853
978991	-	981724
1054330	-	1055884
1095295	-	1097275
1185406	-	1187140
1259335	-	1260736
1265614	-	1267306
1339921	-	1341430
1431625	-	1432708
1461472	-	1463584
1565188	-	1567063
1567063	-	1569091
1589269	-	1590829
1603537	-	1604785
